model,relation,object,has_prompt_tuning,spearman
bert-base,cooccur,handlebar,False,-0.032093262297065585
bert-base,cooccur,brush,False,-0.062188874679112854
bert-base,cooccur,event,False,-0.03219695482227176
bert-base,cooccur,mailbox,False,-0.015343032395240859
bert-base,cooccur,cab,False,-0.04873124218057485
bert-base,cooccur,ambulance,False,0.03484810604938138
bert-base,cooccur,blazer,False,-0.010583955708333663
bert-base,cooccur,collar,False,-0.04152227878112237
bert-base,cooccur,barn,False,-0.007220772407096774
bert-base,cooccur,wagon,False,-0.021056927404821128
bert-base,cooccur,cactus,False,-0.018526510169453104
bert-base,cooccur,hedge,False,-0.041877402366221984
bert-base,cooccur,x,False,-0.028609003219182923
bert-base,cooccur,hardware,False,-0.01784514897151837
bert-base,cooccur,lip,False,-0.07130773770652168
bert-base,cooccur,eyebrow,False,-0.04674409991491222
bert-base,cooccur,center,False,-0.03333586906241922
bert-base,cooccur,structure,False,-0.1282554467737357
bert-base,cooccur,pigeon,False,-0.021315842381858473
bert-base,cooccur,rear,False,0.03437953108711908
bert-base,cooccur,square,False,-0.08593973656199608
bert-base,cooccur,toilet,False,-0.04550509319312023
bert-base,cooccur,soap,False,-0.04818196671826018
bert-base,cooccur,leash,False,-0.050844205889471715
bert-base,cooccur,bulb,False,-0.03582988545433936
bert-base,cooccur,ledge,False,-0.049703680853954275
bert-base,cooccur,grip,False,-0.018316336207095902
bert-base,cooccur,glare,False,-0.07693130597532882
bert-base,cooccur,router,False,-0.008809725141847614
bert-base,cooccur,flagpole,False,-0.00451312294489796
bert-base,cooccur,housing,False,-0.0011111373028622426
bert-base,cooccur,purple,False,-0.0017886163513855886
bert-base,cooccur,steel,False,-0.0024183576591707634
bert-base,cooccur,open,False,-0.02201903595727077
bert-base,cooccur,thumb,False,-0.054733816427395776
bert-base,cooccur,drink,False,-0.04237999777672001
bert-base,cooccur,restaurant,False,-0.09938216397620242
bert-base,cooccur,page,False,-0.0208454183462886
bert-base,cooccur,beverage,False,-0.015009387051024536
bert-base,cooccur,lemon,False,-0.02431519069495368
bert-base,cooccur,mask,False,-0.07174731548816396
bert-base,cooccur,stage,False,-0.026610437842287817
bert-base,cooccur,tapestry,False,-0.005253391806914868
bert-base,cooccur,beer,False,-0.04847436196596261
bert-base,cooccur,blond,False,-0.0034886443259565733
bert-base,cooccur,drapery,False,-0.008353647074787068
bert-base,cooccur,hook,False,-0.06718415093391424
bert-base,cooccur,part,False,-0.19191715578118537
bert-base,cooccur,bedroom,False,-0.012359438672728082
bert-base,cooccur,toy,False,-0.09054459978593372
bert-base,cooccur,easel,False,0.0037377413971481856
bert-base,cooccur,tulip,False,-0.01442673173499572
bert-base,cooccur,outdoors,False,-0.013226017332100768
bert-base,cooccur,passenger,False,-0.07876918556392278
bert-base,cooccur,paddle,False,-0.011189818401161043
bert-base,cooccur,wrap,False,-0.033124421494907734
bert-base,cooccur,boot,False,-0.07594839929535056
bert-base,cooccur,propeller,False,0.0343832312647586
bert-base,cooccur,aircraft,False,0.00018762776212858444
bert-base,cooccur,buffalo,False,0.011896779481063656
bert-base,cooccur,animal,False,-0.09958375223491006
bert-base,cooccur,quiche,False,-0.003129158727965732
bert-base,cooccur,filling,False,-0.009965531814769365
bert-base,cooccur,belly,False,-0.02272120950225134
bert-base,cooccur,whisker,False,-0.08436329526138142
bert-base,cooccur,clay,False,-0.023547740797080816
bert-base,cooccur,monkey,False,-0.0113337452271529
bert-base,cooccur,carrier,False,-0.00774249467619475
bert-base,cooccur,sail,False,-0.02045347725557218
bert-base,cooccur,duckling,False,-0.002842370647821456
bert-base,cooccur,seafood,False,0.024175406464884072
bert-base,cooccur,pizza,False,-0.0916828559423068
bert-base,cooccur,lattice,False,-0.020582920008523527
bert-base,cooccur,bay,False,-0.0068340595272739675
bert-base,cooccur,pink,False,-0.008386924679881905
bert-base,cooccur,cockpit,False,0.03604144148282827
bert-base,cooccur,target,False,-0.011180399793811786
bert-base,cooccur,scaffolding,False,-0.024949541047103122
bert-base,cooccur,stream,False,-0.022636326799668267
bert-base,cooccur,court,False,-0.09818815695542199
bert-base,cooccur,bump,False,-0.012017969978540282
bert-base,cooccur,slat,False,-0.020578150614706976
bert-base,cooccur,paw,False,-0.08994388026669964
bert-base,cooccur,visor,False,-0.038761215105508805
bert-base,cooccur,hose,False,-0.0518253304717706
bert-base,cooccur,artwork,False,-0.042575449154658974
bert-base,cooccur,urn,False,-0.015152926727593245
bert-base,cooccur,airfield,False,-0.014189834730637436
bert-base,cooccur,stabilizer,False,-0.015183562234331663
bert-base,cooccur,shoreline,False,-0.022201530765604438
bert-base,cooccur,dessert,False,-0.012335701677496631
bert-base,cooccur,dough,False,-0.025770707973419505
bert-base,cooccur,baker,False,-0.003684727379467602
bert-base,cooccur,wineglass,False,0.004141167350506981
bert-base,cooccur,sea,False,-0.01471615813434383
bert-base,cooccur,conditioner,False,-0.004993858430094011
bert-base,cooccur,carafe,False,-0.001568664427622571
bert-base,cooccur,tiger,False,-0.006233807074146259
bert-base,cooccur,member,False,-0.01723079832216668
bert-base,cooccur,railway,False,-0.0142912589162845
bert-base,cooccur,transformer,False,-0.017304828221926947
bert-base,cooccur,iron,False,-0.03492162155771155
bert-base,cooccur,cleaner,False,-0.013722513149996876
bert-base,cooccur,anchor,False,-0.014942947328007501
bert-base,cooccur,rag,False,-0.038591098818966475
bert-base,cooccur,fist,False,-0.010101769197952188
bert-base,cooccur,character,False,-0.05362403550991408
bert-base,cooccur,driver,False,-0.03730745671366629
bert-base,cooccur,netting,False,-0.03718867637568916
bert-base,cooccur,shingle,False,0.001339997263621683
bert-base,cooccur,score,False,-0.022379214861661518
bert-base,cooccur,junk,False,-0.005899542212746603
bert-base,cooccur,pasture,False,-0.031672981217747025
bert-base,cooccur,mansion,False,-0.0013153904835793435
bert-base,cooccur,fold,False,-0.01705658910539887
bert-base,cooccur,rainbow,False,-0.0028944968377921276
bert-base,cooccur,cube,False,-0.0024958621355762075
bert-base,cooccur,fingernail,False,-0.02393247620124676
bert-base,cooccur,pendant,False,-0.007577359090483389
bert-base,cooccur,latch,False,-0.058059604995292134
bert-base,cooccur,spout,False,-0.009086087325327907
bert-base,cooccur,nozzle,False,-0.017352702369086804
bert-base,cooccur,pothole,False,-0.012829280018466482
bert-base,cooccur,battery,False,-0.0074154422142607
bert-base,cooccur,wallet,False,-0.005572891979088186
bert-base,cooccur,screw,False,-0.05091132959366758
bert-base,cooccur,license,False,-0.0397117379515765
bert-base,cooccur,rip,False,-0.005205652633616979
bert-base,cooccur,figure,False,-0.03824868259498571
bert-base,cooccur,curbside,False,0.01997008038216207
bert-base,cooccur,hatchback,False,-0.007202108935136708
bert-base,cooccur,chime,False,-0.008008645957736524
bert-base,cooccur,blacktop,False,-0.005265372650435347
bert-base,cooccur,curve,False,-0.035956415809617955
bert-base,cooccur,numeral,False,-0.020881658003903444
bert-base,cooccur,linoleum,False,0.01632676828203221
bert-base,cooccur,doily,False,-0.021880533922926337
bert-base,cooccur,trellis,False,-0.0033392670413132956
bert-base,cooccur,chrome,False,0.0003801320152288668
bert-base,cooccur,onion,False,-0.02730155025540364
bert-base,cooccur,treat,False,-0.00045466519881832285
bert-base,cooccur,ham,False,-0.018720450305328467
bert-base,cooccur,drop,False,0.0037620838774027983
bert-base,cooccur,casing,False,-0.012302277823709271
bert-base,cooccur,advertising,False,-0.05454598089127922
bert-base,cooccur,lift,False,-0.04235903619628872
bert-base,cooccur,canal,False,-0.010006609225511732
bert-base,cooccur,floater,False,0.024216257101019392
bert-base,cooccur,underbelly,False,0.01511457286283157
bert-base,cooccur,skin,False,-0.02694223809023749
bert-base,cooccur,silo,False,-0.009079560481068361
bert-base,cooccur,speedboat,False,-0.001503303409754799
bert-base,cooccur,shape,False,-0.0015278137914610753
bert-base,cooccur,market,False,-0.045444351608400775
bert-base,cooccur,kite,False,-0.05919726455790789
bert-base,cooccur,fern,False,-0.004874077951897268
bert-base,cooccur,stairwell,False,0.01552715474676259
bert-base,cooccur,bug,False,-0.0018137682444688604
bert-base,cooccur,haze,False,-0.004175592078047208
bert-base,cooccur,tooth,False,-0.012254087847991736
bert-base,cooccur,buggy,False,0.0018645236974116676
bert-base,cooccur,lash,False,-0.007441577487884238
bert-base,cooccur,airplane,False,0.001294087089038744
bert-base,cooccur,reign,False,-0.005616984160833725
bert-base,cooccur,bikini,False,-0.01060262937068034
bert-base,cooccur,washcloth,False,-0.010833889386313397
bert-base,cooccur,heel,False,-0.01080830686545624
bert-base,cooccur,toenail,False,-0.013286313125375575
bert-base,cooccur,bruise,False,-0.015056679140033847
bert-base,cooccur,wrapping,False,-0.010999437636380423
bert-base,cooccur,terminal,False,-0.03305354426196292
bert-base,cooccur,escalator,False,-0.015684948557851797
bert-base,cooccur,edging,False,-0.025997998622464186
bert-base,cooccur,address,False,-0.007435008823527026
bert-base,cooccur,mound,False,-0.0569129466595105
bert-base,cooccur,loaf,False,0.034203639212934595
bert-base,cooccur,embankment,False,0.015053328049353514
bert-base,cooccur,tailgate,False,0.017354218341413954
bert-base,cooccur,school,False,-0.0011764983207169283
bert-base,cooccur,creek,False,0.0002067532398145227
bert-base,cooccur,highlight,False,-0.0018872993894519165
bert-base,cooccur,watermelon,False,-0.02596854491031337
bert-base,cooccur,pilot,False,-0.032201370417602564
bert-base,cooccur,marsh,False,0.02415906621002685
bert-base,cooccur,lab,False,-0.012705764155705502
bert-base,cooccur,seashell,False,0.00893601574451246
bert-base,cooccur,backdrop,False,-0.0023856771502630504
bert-base,cooccur,tennis,False,-0.029675713046242388
bert-base,cooccur,dolly,False,-0.02029450463506051
bert-base,cooccur,snowflake,False,0.004411884562186153
bert-base,cooccur,dining,False,-0.0016748760815482374
bert-base,cooccur,placement,False,-0.0024020174047569842
bert-base,cooccur,biscuit,False,0.013279715261492525
bert-base,cooccur,muffin,False,-0.017454118845040778
bert-base,cooccur,artichoke,False,-0.0016235038562641142
bert-base,cooccur,berry,False,-0.026462952517145515
bert-base,cooccur,expression,False,-0.023515273804759623
bert-base,cooccur,skateboard,False,-0.08865912124958045
bert-base,cooccur,half,False,-0.030641214529077643
bert-base,cooccur,chili,False,0.006048088184685519
bert-base,cooccur,stirrup,False,0.005279160023357026
bert-base,cooccur,rider,False,-0.05292727530018261
bert-base,cooccur,ticket,False,-0.0198156134496428
bert-base,cooccur,ipod,False,-0.025682146676878858
bert-base,cooccur,costume,False,-0.0014608719306033711
bert-base,cooccur,shaft,False,-0.0016830462087472206
bert-base,cooccur,daisy,False,-0.008297064463671967
bert-base,cooccur,steering,False,-0.009967349818910499
bert-base,cooccur,spectator,False,-0.037530824819580824
bert-base,cooccur,boxcar,False,-0.009722432427161722
bert-base,cooccur,rust,False,0.02577504633917229
bert-base,cooccur,resort,False,-0.004110709256671311
bert-base,cooccur,crossbones,False,-0.001135647684599872
bert-base,cooccur,footwear,False,-0.010305965115272658
bert-base,cooccur,team,False,-0.037893828689393484
bert-base,cooccur,police,False,-0.00021599261110956077
bert-base,cooccur,pepperoni,False,-0.012776862004858464
bert-base,cooccur,playing,False,-0.01944890000352472
bert-base,cooccur,windsock,False,0.005761169639126686
bert-base,cooccur,profile,False,-0.01615642493428103
bert-base,cooccur,cape,False,-0.015168901761441993
bert-base,cooccur,bandanna,False,-0.013852325503052248
bert-base,cooccur,visitor,False,-0.017479538263962466
bert-base,cooccur,topper,False,-0.0013807515013969506
bert-base,cooccur,stubble,False,-0.014932108226896631
bert-base,cooccur,certificate,False,-0.01339083852538226
bert-base,cooccur,carousel,False,-0.020562340221313213
bert-base,cooccur,viewer,False,-0.007003410741475544
bert-base,cooccur,shock,False,-0.01612302451095573
bert-base,cooccur,upholstery,False,0.0459844046957272
bert-base,cooccur,skateboarding,False,-0.014037703087631135
bert-base,cooccur,company,False,-0.012554605917468738
bert-base,cooccur,octagon,False,-0.006512637890894016
bert-base,cooccur,camel,False,-0.0014869631553257525
bert-base,cooccur,angel,False,-0.008702216238118511
bert-base,cooccur,coach,False,-0.0246664182443713
bert-base,cooccur,udder,False,0.006175512520912062
bert-base,cooccur,flight,False,-0.01983202049524811
bert-base,cooccur,birthday,False,-0.013707268439379406
bert-base,cooccur,raisin,False,-0.004114462942919164
bert-base,cooccur,nipple,False,-0.0013480709924431622
bert-base,cooccur,midair,False,0.008458098431520787
bert-base,cooccur,macaroni,False,0.019522449725759027
bert-base,cooccur,palace,False,-0.00396308081370017
bert-base,cooccur,bamboo,False,0.0019508510483585869
bert-base,cooccur,bib,False,-0.004673709956789569
bert-base,cooccur,wedding,False,-0.00253625793850081
bert-base,cooccur,cast,False,-0.015547816114236503
bert-base,cooccur,party,False,-0.012411195421440207
bert-base,cooccur,dreadlock,False,0.011788391075681533
bert-base,cooccur,lounge,False,-0.002582488777210543
bert-base,cooccur,wool,False,0.001127932319318494
bert-base,cooccur,plantation,False,-0.0174998015566834
bert-base,cooccur,soccer,False,-0.019947761366857365
bert-base,cooccur,countryside,False,-0.009299304109008855
bert-base,cooccur,tear,False,-0.00430565704866303
bert-base,cooccur,butt,False,-0.01331981434534245
bert-base,cooccur,growth,False,-0.00997877461212529
bert-base,cooccur,jump,False,-0.00332447619710222
bert-base,cooccur,foreleg,False,0.03916554655627813
bert-base,cooccur,pitch,False,-0.03057340399608108
bert-base,cooccur,farmer,False,-0.008298760879746903
bert-base,cooccur,plow,False,-0.004011532468488706
bert-base,cooccur,sideburn,False,0.015665878393461813
bert-base,cooccur,race,False,-0.014484395832653754
bert-base,cooccur,order,False,-0.01844814727901961
bert-base,cooccur,hooker,False,-0.02201789253874242
bert-base,cooccur,bidet,False,-0.019564118655887395
bert-base,cooccur,five,False,0.009812372069542389
bert-base,cooccur,freckle,False,-0.005028718271682116
bert-base,cooccur,outfielder,False,-0.003892261817005753
bert-base,cooccur,pendulum,False,-0.008430020552031712
bert-base,cooccur,sauerkraut,False,0.02186222867602682
bert-base,cooccur,teacher,False,-0.017762012365714556
bert-base,cooccur,hem,False,-0.001201008702398531
bert-base,cooccur,hurdle,False,-0.021209501601402683
bert-base,cooccur,brownie,False,0.00037862365204529994
bert-base,cooccur,g,False,0.019413894818258857
bert-base,cooccur,embroidery,False,-0.004656972519504508
bert-base,cooccur,ivory,False,0.01589886342130351
bert-base,cooccur,action,False,-0.017018577440955834
bert-base,cooccur,ana,False,-0.009452217212491988
bert-base,cooccur,parent,False,-0.016892089044069112
bert-base,cooccur,paste,False,-0.005142225000917684
bert-base,cooccur,salami,False,-0.00828306734324358
bert-base,cooccur,plaster,False,0.024142725955975816
bert-base,cooccur,linesman,False,-0.011863024733499827
bert-base,cooccur,snowball,False,0.024248937609523062
bert-base,cooccur,penis,False,-0.0010947970484449193
bert-base,cooccur,captivity,False,-0.006960948397459016
bert-base,cooccur,tabby,False,-0.0012745398474433391
bert-base,cooccur,casserole,False,0.024224427227842276
bert-base,cooccur,guacamole,False,-0.00193548273192247
bert-base,shape,table top,False,0.31698338899620837
bert-base,shape,top,False,0.6376904837011363
bert-base,shape,pot,False,0.5295294295551978
bert-base,shape,nose,False,0.1946138152572708
bert-base,shape,mirror,False,0.7678979342337313
bert-base,shape,door,False,0.42829957860524087
bert-base,shape,recepticle,False,0.31698338899620837
bert-base,shape,clock,False,0.5882553814910313
bert-base,shape,coffee table,False,0.751903704662534
bert-base,shape,sewer,False,0.31698338899620837
bert-base,shape,planter,False,0.5406774175458334
bert-base,shape,tile,False,0.3623788004249069
bert-base,shape,glass,False,0.6549532148420266
bert-base,shape,chair,False,0.751903704662534
bert-base,shape,lemon,False,0.4075500715665536
bert-base,shape,ceiling light,False,0.31698338899620837
bert-base,shape,fence,False,0.3902285049514416
bert-base,shape,emblem,False,0.21957103106995213
bert-base,shape,grate,False,0.5295294295551978
bert-base,shape,drain,False,0.5295294295551978
bert-base,shape,lamp shade,False,0.5295294295551978
bert-base,shape,wooden table,False,0.49811675413689877
bert-base,shape,tree,False,0.6633052854428266
bert-base,shape,tower,False,0.6633052854428266
bert-base,shape,manhole cover,False,0.5295294295551978
bert-base,shape,front tire,False,0.31698338899620837
bert-base,shape,bucket,False,0.5908433635036943
bert-base,shape,phone,False,0.35673561570034373
bert-base,shape,petal,False,0.6744532734334623
bert-base,shape,life saver,False,0.31698338899620837
bert-base,shape,log,False,-0.13585002385551787
bert-base,shape,logo,False,0.13182697576454305
bert-base,shape,comforter,False,0.31698338899620837
bert-base,shape,hubcap,False,0.31698338899620837
bert-base,shape,sticker,False,0.47602244686445294
bert-base,shape,faucet,False,0.4075500715665536
bert-base,shape,knee,False,0.4075500715665536
bert-base,shape,front headlight,False,0.31698338899620837
bert-base,shape,card,False,0.4075500715665536
bert-base,shape,spoon,False,0.31698338899620837
bert-base,shape,stem,False,0.4075500715665536
bert-base,shape,mousepad,False,0.5295294295551978
bert-base,shape,bus,False,0.5406774175458334
bert-base,shape,banana,False,0.4075500715665536
bert-base,shape,container,False,0.7592698675569476
bert-base,shape,cd,False,0.31698338899620837
bert-base,shape,pizza,False,0.24768647641727634
bert-base,shape,green ball,False,0.31698338899620837
bert-base,shape,line,False,-0.22641670642586312
bert-base,shape,sunglass,False,0.3521574312976425
bert-base,shape,stove,False,0.5373283954075739
bert-base,shape,exercise ball,False,0.31698338899620837
bert-base,shape,white plate,False,0.7614214730759837
bert-base,shape,gauge,False,-0.22641670642586312
bert-base,shape,train,False,0.5295294295551978
bert-base,shape,item,False,0.31698338899620837
bert-base,shape,vase,False,0.7614214730759837
bert-base,shape,pupil,False,0.49811675413689877
bert-base,shape,apple,False,0.4075500715665536
bert-base,shape,keyhole,False,0.31698338899620837
bert-base,shape,floor,False,0.23410774780335059
bert-base,shape,sprinkle,False,-0.31698338899620837
bert-base,shape,tail,False,0.4075500715665536
bert-base,shape,indentation,False,0.6131393394849657
bert-base,shape,corner,False,0.5406774175458334
bert-base,shape,knot,False,-0.13585002385551787
bert-base,shape,luggage,False,0.31698338899620837
bert-base,shape,piece,False,0.3331218944707429
bert-base,shape,tablecloth,False,0.4075500715665536
bert-base,shape,block,False,0.4949239574993894
bert-base,shape,meat,False,0.5406774175458334
bert-base,shape,soap,False,0.31698338899620837
bert-base,shape,sculpture,False,0.31698338899620837
bert-base,shape,metal,False,0.31698338899620837
bert-base,shape,cheese pizza,False,0.31698338899620837
bert-base,shape,step,False,0.31698338899620837
bert-base,shape,magnet,False,0.019035536826899596
bert-base,shape,blanket,False,0.4075500715665536
bert-base,shape,hamburger,False,0.4075500715665536
bert-base,shape,drawer pull,False,0.31698338899620837
bert-base,shape,grill,False,0.4075500715665536
bert-base,shape,reflector,False,0.4793634835973368
bert-base,shape,topping,False,0.31698338899620837
bert-base,shape,front light,False,0.31698338899620837
bert-base,shape,connector,False,-0.13585002385551787
bert-base,shape,garbage can,False,0.31698338899620837
bert-base,shape,placard,False,0.4075500715665536
bert-base,shape,switch,False,0.49811675413689877
bert-base,shape,hanger,False,0.31698338899620837
bert-base,shape,foot,False,-0.13585002385551787
bert-base,shape,toe,False,-0.13585002385551787
bert-base,shape,cap,False,0.4075500715665536
bert-base,shape,utensil,False,0.4075500715665536
bert-base,shape,onion,False,0.4075500715665536
bert-base,shape,table.,False,0.31698338899620837
bert-base,shape,egg,False,0.6716604942594675
bert-base,shape,chocolate piece,False,0.31698338899620837
bert-base,shape,flower bed,False,0.4075500715665536
bert-base,shape,melon,False,0.4075500715665536
bert-base,shape,pitcher's mound,False,0.31698338899620837
bert-base,shape,gas cap,False,0.4075500715665536
bert-base,shape,plum,False,0.4075500715665536
bert-base,shape,bear,False,0.31698338899620837
bert-base,shape,sail,False,-0.22641670642586312
bert-base,shape,meter,False,-0.13585002385551787
bert-base,shape,meatball,False,0.4075500715665536
bert-base,shape,candy,False,0.31698338899620837
bert-base,shape,port,False,0.31698338899620837
bert-base,shape,kitchen table,False,0.31698338899620837
bert-base,shape,tomatoe,False,0.4075500715665536
bert-base,shape,left wheel,False,0.31698338899620837
bert-base,shape,parking meter,False,0.31698338899620837
bert-base,shape,detail,False,0.4075500715665536
bert-base,shape,ceramic tile,False,0.4075500715665536
bert-base,shape,toast,False,-0.4075500715665536
bert-base,shape,pepper,False,0.4075500715665536
bert-base,shape,canvas,False,0.4075500715665536
bert-base,shape,cardboard sign,False,0.49811675413689877
bert-base,shape,white frisbee,False,0.4075500715665536
bert-base,shape,cooler,False,0.31698338899620837
bert-base,shape,lighting,False,0.31698338899620837
bert-base,shape,right ear,False,0.4075500715665536
bert-base,shape,graphic,False,-0.13585002385551787
bert-base,shape,cracker w/cheese,False,0.31698338899620837
bert-base,shape,copyright symbol,False,-0.22641670642586312
bert-base,shape,touchpad,False,0.4075500715665536
bert-base,shape,hay,False,0.31698338899620837
bert-base,shape,cherry tomato,False,0.4075500715665536
bert-base,shape,light globe,False,0.31698338899620837
bert-base,shape,cord,False,0.4075500715665536
bert-base,shape,knife,False,0.31698338899620837
bert-base,shape,towel ring,False,0.31698338899620837
bert-base,shape,metal armrest,False,0.31698338899620837
bert-base,shape,necktie,False,-0.4075500715665536
bert-base,color,jacket,False,0.9300699300699302
bert-base,color,van,False,0.3187395430939476
bert-base,color,street light,False,0.5255936285474347
bert-base,color,pole,False,-0.034965034965034975
bert-base,color,cabinet,False,0.46585010144500033
bert-base,color,curtain,False,0.7552447552447553
bert-base,color,drape,False,0.7880302884643394
bert-base,color,picture,False,0.7705791151721809
bert-base,color,apple,False,0.5148307865065466
bert-base,color,counter,False,0.14711055835105272
bert-base,color,writing,False,0.8616475560561659
bert-base,color,headphone,False,0.12476795122946507
bert-base,color,cup,False,0.6363636363636365
bert-base,color,stapler,False,0.35797899306280623
bert-base,color,charger,False,0.05375567236264388
bert-base,color,coat,False,0.7272727272727274
bert-base,color,computer keyboard,False,-0.06425263978050368
